"site","year","species","abund"
"1994_13_exclosure_winter",1994,"hapl grac",38
"1994_13_exclosure_winter",1994,"lepi lasi",2
"1994_13_exclosure_winter",1994,"micr lene",2
"1994_13_exclosure_winter",1994,"plan purs",54
"1994_13_exclosure_winter",1994,"sper echi",4
"1994_13_exclosure_winter",1994,"step exig",12
"1994_13_exclosure_winter",1994,"vulp octo",47
"1994_14_control_winter",1994,"caly wrig",1
"1994_14_control_winter",1994,"chae stev",3
"1994_14_control_winter",1994,"cryp cras",3
"1994_14_control_winter",1994,"cryp micr",2
"1994_14_control_winter",1994,"desc pinn",6
"1994_14_control_winter",1994,"eria diff",31
"1994_14_control_winter",1994,"erio aber",6
"1994_14_control_winter",1994,"hapl grac",5
"1994_14_control_winter",1994,"phac ariz",1
"1994_14_control_winter",1994,"sper echi",9
"1994_14_control_winter",1994,"step exig",9
"1994_14_control_winter",1994,"vulp octo",1
"1994_15_exclosure_winter",1994,"astr nutt",3
"1994_15_exclosure_winter",1994,"eria diff",2
"1994_15_exclosure_winter",1994,"erio aber",3
"1994_15_exclosure_winter",1994,"hapl grac",5
"1994_15_exclosure_winter",1994,"plan purs",3
"1994_15_exclosure_winter",1994,"step exig",1
"1994_16_removal_winter",1994,"astr nutt",268
"1994_16_removal_winter",1994,"bail mult",3
"1994_16_removal_winter",1994,"chae stev",5
"1994_16_removal_winter",1994,"chen frem",1
"1994_16_removal_winter",1994,"cryp micr",1
"1994_16_removal_winter",1994,"desc pinn",5
"1994_16_removal_winter",1994,"eria diff",18
"1994_16_removal_winter",1994,"erig dive",1
"1994_16_removal_winter",1994,"erod cicu",133
"1994_16_removal_winter",1994,"erod texa",6
"1994_16_removal_winter",1994,"hapl grac",60
"1994_16_removal_winter",1994,"lesq gord",1
"1994_16_removal_winter",1994,"micr lene",33
"1994_16_removal_winter",1994,"step exig",9
"1994_16_removal_winter",1994,"vulp octo",30
"1994_17_control_winter",1994,"cryp cras",2
"1994_17_control_winter",1994,"cryp micr",7
"1994_17_control_winter",1994,"desc pinn",1
"1994_17_control_winter",1994,"eria diff",6
"1994_17_control_winter",1994,"erio aber",10
"1994_17_control_winter",1994,"hapl grac",8
"1994_17_control_winter",1994,"step exig",6
"1994_17_control_winter",1994,"vulp octo",7
"1994_18_exclosure_winter",1994,"astr nutt",1
"1994_18_exclosure_winter",1994,"bail mult",3
"1994_18_exclosure_winter",1994,"caly wrig",1
"1994_18_exclosure_winter",1994,"chae stev",79
"1994_18_exclosure_winter",1994,"cryp micr",4
"1994_18_exclosure_winter",1994,"desc pinn",1
"1994_18_exclosure_winter",1994,"eria diff",11
"1994_18_exclosure_winter",1994,"erio aber",31
"1994_18_exclosure_winter",1994,"erod cicu",21
"1994_18_exclosure_winter",1994,"hapl grac",16
"1994_18_exclosure_winter",1994,"lepi lasi",12
"1994_18_exclosure_winter",1994,"micr lene",2
"1994_18_exclosure_winter",1994,"plan purs",25
"1994_18_exclosure_winter",1994,"step exig",21
"1994_18_exclosure_winter",1994,"vulp octo",13
"1994_19_exclosure_winter",1994,"astr nutt",33
"1994_19_exclosure_winter",1994,"chae stev",124
"1994_19_exclosure_winter",1994,"chen frem",1
"1994_19_exclosure_winter",1994,"cryp micr",29
"1994_19_exclosure_winter",1994,"desc pinn",9
"1994_19_exclosure_winter",1994,"eria diff",71
"1994_19_exclosure_winter",1994,"erio aber",15
"1994_19_exclosure_winter",1994,"erod cicu",244
"1994_19_exclosure_winter",1994,"hapl grac",51
"1994_19_exclosure_winter",1994,"lepi lasi",9
"1994_19_exclosure_winter",1994,"micr lene",15
"1994_19_exclosure_winter",1994,"plan purs",1
"1994_19_exclosure_winter",1994,"step exig",4
"1994_20_exclosure_winter",1994,"astr nutt",13
"1994_20_exclosure_winter",1994,"caly wrig",2
"1994_20_exclosure_winter",1994,"chae stev",3
"1994_20_exclosure_winter",1994,"chen frem",1
"1994_20_exclosure_winter",1994,"cryp micr",21
"1994_20_exclosure_winter",1994,"desc pinn",9
"1994_20_exclosure_winter",1994,"eria diff",111
"1994_20_exclosure_winter",1994,"erio aber",38
"1994_20_exclosure_winter",1994,"hapl grac",114
"1994_20_exclosure_winter",1994,"lepi lasi",20
"1994_20_exclosure_winter",1994,"micr lene",8
"1994_20_exclosure_winter",1994,"phac ariz",1
"1994_20_exclosure_winter",1994,"plan purs",3
"1994_20_exclosure_winter",1994,"sper echi",1
"1994_20_exclosure_winter",1994,"step exig",16
"1994_20_exclosure_winter",1994,"vulp octo",12
"1994_21_exclosure_winter",1994,"astr nutt",72
"1994_21_exclosure_winter",1994,"caly wrig",4
"1994_21_exclosure_winter",1994,"chae stev",191
"1994_21_exclosure_winter",1994,"chen frem",1
"1994_21_exclosure_winter",1994,"cryp cras",1
"1994_21_exclosure_winter",1994,"cryp micr",19
"1994_21_exclosure_winter",1994,"desc pinn",1
"1994_21_exclosure_winter",1994,"eria diff",62
"1994_21_exclosure_winter",1994,"erio aber",5
"1994_21_exclosure_winter",1994,"erod cicu",18
"1994_21_exclosure_winter",1994,"erod texa",5
"1994_21_exclosure_winter",1994,"esch mexi",1
"1994_21_exclosure_winter",1994,"hapl grac",68
"1994_21_exclosure_winter",1994,"lepi lasi",23
"1994_21_exclosure_winter",1994,"micr lene",6
"1994_21_exclosure_winter",1994,"plan purs",12
"1994_21_exclosure_winter",1994,"step exig",10
"1994_21_exclosure_winter",1994,"vulp octo",1
"1994_22_control_winter",1994,"bail mult",1
"1994_22_control_winter",1994,"caly wrig",11
"1994_22_control_winter",1994,"chae stev",11
"1994_22_control_winter",1994,"cryp cras",1
"1994_22_control_winter",1994,"cryp micr",78
"1994_22_control_winter",1994,"desc pinn",9
"1994_22_control_winter",1994,"eria diff",113
"1994_22_control_winter",1994,"erig dive",2
"1994_22_control_winter",1994,"erio aber",9
"1994_22_control_winter",1994,"erod cicu",1
"1994_22_control_winter",1994,"esch mexi",8
"1994_22_control_winter",1994,"gili sinu",3
"1994_22_control_winter",1994,"hapl grac",40
"1994_22_control_winter",1994,"lepi lasi",7
"1994_22_control_winter",1994,"mala fend",1
"1994_22_control_winter",1994,"micr lene",10
"1994_22_control_winter",1994,"phac ariz",1
"1994_22_control_winter",1994,"plan purs",7
"1994_22_control_winter",1994,"sper echi",2
"1994_22_control_winter",1994,"step exig",14
"1994_22_control_winter",1994,"vulp octo",1137
"1994_23_removal_winter",1994,"astr nutt",291
"1994_23_removal_winter",1994,"caly wrig",1
"1994_23_removal_winter",1994,"chae stev",145
"1994_23_removal_winter",1994,"chen frem",3
"1994_23_removal_winter",1994,"cryp micr",32
"1994_23_removal_winter",1994,"desc pinn",1
"1994_23_removal_winter",1994,"eria diff",22
"1994_23_removal_winter",1994,"erio aber",14
"1994_23_removal_winter",1994,"erod cicu",97
"1994_23_removal_winter",1994,"erod texa",22
"1994_23_removal_winter",1994,"esch mexi",5
"1994_23_removal_winter",1994,"hapl grac",34
"1994_23_removal_winter",1994,"lapp redo",1
"1994_23_removal_winter",1994,"lepi lasi",2
"1994_23_removal_winter",1994,"lesq gord",9
"1994_23_removal_winter",1994,"micr lene",8
"1994_23_removal_winter",1994,"plan purs",2
"1994_23_removal_winter",1994,"vulp octo",52
"1994_24_removal_winter",1994,"bail mult",1
"1994_24_removal_winter",1994,"caly wrig",5
"1994_24_removal_winter",1994,"chae stev",32
"1994_24_removal_winter",1994,"cryp micr",4
"1994_24_removal_winter",1994,"desc pinn",1
"1994_24_removal_winter",1994,"eria diff",3
"1994_24_removal_winter",1994,"erio aber",14
"1994_24_removal_winter",1994,"hapl grac",3
"1994_24_removal_winter",1994,"vulp octo",20
"1995_2_control_winter",1995,"erio aber",26
"1995_2_control_winter",1995,"hapl grac",1
"1995_2_control_winter",1995,"pani hirt",1
"1995_3_exclosure_winter",1995,"chen frem",3
"1995_3_exclosure_winter",1995,"erio aber",23
"1995_3_exclosure_winter",1995,"hapl grac",18
"1995_4_control_winter",1995,"chen frem",2
"1995_4_control_winter",1995,"erio aber",82
"1995_4_control_winter",1995,"hapl grac",25
"1995_5_removal_winter",1995,"bail mult",1
"1995_5_removal_winter",1995,"chen frem",2
"1995_5_removal_winter",1995,"erio aber",4
"1995_5_removal_winter",1995,"hapl grac",97
"1995_5_removal_winter",1995,"pani hirt",1
"1995_6_exclosure_winter",1995,"bail mult",2
"1995_6_exclosure_winter",1995,"chen frem",13
"1995_6_exclosure_winter",1995,"erio aber",44
"1995_6_exclosure_winter",1995,"hapl grac",61
"1995_7_removal_winter",1995,"ambr arte",1
"1995_7_removal_winter",1995,"erio aber",15
"1995_7_removal_winter",1995,"hapl grac",19
"1995_8_control_winter",1995,"bail mult",1
"1995_8_control_winter",1995,"erio aber",76
"1995_8_control_winter",1995,"hapl grac",80
"1995_10_removal_winter",1995,"chen frem",3
"1995_10_removal_winter",1995,"erio aber",15
"1995_10_removal_winter",1995,"hapl grac",16
"1995_11_control_winter",1995,"erio aber",13
"1995_11_control_winter",1995,"hapl grac",115
"1995_12_control_winter",1995,"erio aber",14
"1995_12_control_winter",1995,"hapl grac",6
"1995_13_exclosure_winter",1995,"chen frem",1
"1995_13_exclosure_winter",1995,"erio aber",73
"1995_13_exclosure_winter",1995,"hapl grac",30
"1995_14_control_winter",1995,"erio aber",10
"1995_14_control_winter",1995,"hapl grac",24
"1995_15_exclosure_winter",1995,"chen frem",1
"1995_15_exclosure_winter",1995,"erio aber",4
"1995_15_exclosure_winter",1995,"hapl grac",3
"1995_15_exclosure_winter",1995,"pani hirt",3
"1995_16_removal_winter",1995,"erio aber",5
"1995_16_removal_winter",1995,"hapl grac",7
"1995_17_control_winter",1995,"erio aber",9
"1995_17_control_winter",1995,"hapl grac",57
"1995_18_exclosure_winter",1995,"erio aber",31
"1995_18_exclosure_winter",1995,"hapl grac",21
"1995_19_exclosure_winter",1995,"erio aber",3
"1995_19_exclosure_winter",1995,"hapl grac",7
"1995_20_exclosure_winter",1995,"chen frem",1
"1995_20_exclosure_winter",1995,"erio aber",36
"1995_20_exclosure_winter",1995,"hapl grac",77
"1995_21_exclosure_winter",1995,"chen frem",1
"1995_21_exclosure_winter",1995,"hapl grac",28
"1995_22_control_winter",1995,"erio aber",43
"1995_22_control_winter",1995,"hapl grac",43
"1995_23_removal_winter",1995,"chen frem",2
"1995_23_removal_winter",1995,"erio aber",12
"1995_23_removal_winter",1995,"hapl grac",18
"1995_24_removal_winter",1995,"chen frem",1
"1995_24_removal_winter",1995,"erio aber",52
"1995_24_removal_winter",1995,"hapl grac",14
"1995_2_control_winter",1995,"astr allo",5
"1995_2_control_winter",1995,"astr nutt",11
"1995_2_control_winter",1995,"caly wrig",16
"1995_2_control_winter",1995,"chen frem",1
"1995_2_control_winter",1995,"cryp micr",644
"1995_2_control_winter",1995,"desc pinn",81
"1995_2_control_winter",1995,"eria diff",331
"1995_2_control_winter",1995,"erig dive",11
"1995_2_control_winter",1995,"erio aber",79
"1995_2_control_winter",1995,"erod cicu",58
"1995_2_control_winter",1995,"gili sinu",512
"1995_2_control_winter",1995,"hapl grac",3
"1995_2_control_winter",1995,"lapp redo",41
"1995_2_control_winter",1995,"lepi lasi",7
"1995_2_control_winter",1995,"lina texa",1
"1995_2_control_winter",1995,"micr lene",6
"1995_2_control_winter",1995,"phac ariz",36
"1995_2_control_winter",1995,"plan purs",4
"1995_2_control_winter",1995,"sper echi",306
"1995_2_control_winter",1995,"step exig",6
"1995_2_control_winter",1995,"vulp octo",670
"1995_3_exclosure_winter",1995,"astr nutt",403
"1995_3_exclosure_winter",1995,"caly wrig",8
"1995_3_exclosure_winter",1995,"chen frem",10
"1995_3_exclosure_winter",1995,"cryp micr",67
"1995_3_exclosure_winter",1995,"desc pinn",43
"1995_3_exclosure_winter",1995,"eria diff",229
"1995_3_exclosure_winter",1995,"erio aber",49
"1995_3_exclosure_winter",1995,"erod cicu",56
"1995_3_exclosure_winter",1995,"gili sinu",12
"1995_3_exclosure_winter",1995,"hapl grac",35
"1995_3_exclosure_winter",1995,"lepi lasi",3
"1995_3_exclosure_winter",1995,"lesq gord",2
"1995_3_exclosure_winter",1995,"lupi conc",2
"1995_3_exclosure_winter",1995,"micr lene",4
"1995_3_exclosure_winter",1995,"oeno prim",2
"1995_3_exclosure_winter",1995,"phac ariz",3
"1995_3_exclosure_winter",1995,"plan purs",131
"1995_3_exclosure_winter",1995,"sper echi",6
"1995_3_exclosure_winter",1995,"step exig",7
"1995_3_exclosure_winter",1995,"vulp octo",87
"1995_4_control_winter",1995,"astr allo",2
"1995_4_control_winter",1995,"astr nutt",105
"1995_4_control_winter",1995,"bail mult",3
"1995_4_control_winter",1995,"caly wrig",10
"1995_4_control_winter",1995,"chae stev",20
"1995_4_control_winter",1995,"chen frem",22
"1995_4_control_winter",1995,"cryp cras",3
"1995_4_control_winter",1995,"cryp micr",5
"1995_4_control_winter",1995,"desc pinn",37
"1995_4_control_winter",1995,"dith wisl",1
"1995_4_control_winter",1995,"eria diff",177
"1995_4_control_winter",1995,"erio aber",187
"1995_4_control_winter",1995,"erod cicu",4
"1995_4_control_winter",1995,"hapl grac",110
"1995_4_control_winter",1995,"lepi lasi",1
"1995_4_control_winter",1995,"lesq gord",2
"1995_4_control_winter",1995,"lupi conc",12
"1995_4_control_winter",1995,"micr lene",2
"1995_4_control_winter",1995,"oeno prim",4
"1995_4_control_winter",1995,"phac ariz",9
"1995_4_control_winter",1995,"sper echi",15
"1995_4_control_winter",1995,"step exig",6
"1995_4_control_winter",1995,"vulp octo",293
"1995_5_removal_winter",1995,"astr allo",7
"1995_5_removal_winter",1995,"astr nutt",450
"1995_5_removal_winter",1995,"bail mult",2
"1995_5_removal_winter",1995,"caly wrig",8
"1995_5_removal_winter",1995,"chen frem",6
"1995_5_removal_winter",1995,"cryp cras",1
"1995_5_removal_winter",1995,"cryp micr",1
"1995_5_removal_winter",1995,"desc pinn",12
"1995_5_removal_winter",1995,"eria diff",36
"1995_5_removal_winter",1995,"erio aber",11
"1995_5_removal_winter",1995,"erod cicu",6
"1995_5_removal_winter",1995,"gili sinu",1
"1995_5_removal_winter",1995,"hapl grac",149
"1995_5_removal_winter",1995,"lupi conc",9
"1995_5_removal_winter",1995,"micr lene",3
"1995_5_removal_winter",1995,"oeno prim",2
"1995_5_removal_winter",1995,"phac ariz",5
"1995_5_removal_winter",1995,"sper echi",20
"1995_5_removal_winter",1995,"step exig",1
"1995_5_removal_winter",1995,"vulp octo",4
"1995_6_exclosure_winter",1995,"astr allo",5
"1995_6_exclosure_winter",1995,"astr nutt",135
"1995_6_exclosure_winter",1995,"bail mult",2
"1995_6_exclosure_winter",1995,"caly wrig",20
"1995_6_exclosure_winter",1995,"chae stev",15
"1995_6_exclosure_winter",1995,"chen frem",62
"1995_6_exclosure_winter",1995,"cryp cras",1
"1995_6_exclosure_winter",1995,"cryp micr",18
"1995_6_exclosure_winter",1995,"desc pinn",36
"1995_6_exclosure_winter",1995,"eria diff",121
"1995_6_exclosure_winter",1995,"erig dive",3
"1995_6_exclosure_winter",1995,"erio aber",67
"1995_6_exclosure_winter",1995,"erod cicu",3
"1995_6_exclosure_winter",1995,"gili sinu",48
"1995_6_exclosure_winter",1995,"hapl grac",101
"1995_6_exclosure_winter",1995,"lupi conc",4
"1995_6_exclosure_winter",1995,"micr lene",16
"1995_6_exclosure_winter",1995,"oeno prim",4
"1995_6_exclosure_winter",1995,"phac ariz",13
"1995_6_exclosure_winter",1995,"plag ariz",1
"1995_6_exclosure_winter",1995,"plan purs",1
"1995_6_exclosure_winter",1995,"sper echi",48
"1995_6_exclosure_winter",1995,"step exig",4
"1995_6_exclosure_winter",1995,"vulp octo",91
"1995_7_removal_winter",1995,"astr allo",2
"1995_7_removal_winter",1995,"astr nutt",780
"1995_7_removal_winter",1995,"bail mult",3
"1995_7_removal_winter",1995,"chen frem",4
"1995_7_removal_winter",1995,"cryp micr",3
"1995_7_removal_winter",1995,"desc pinn",83
"1995_7_removal_winter",1995,"eria diff",50
"1995_7_removal_winter",1995,"erio aber",20
"1995_7_removal_winter",1995,"erod cicu",281
"1995_7_removal_winter",1995,"gili sinu",1
"1995_7_removal_winter",1995,"hapl grac",53
"1995_7_removal_winter",1995,"lapp redo",1
"1995_7_removal_winter",1995,"lepi lasi",22
"1995_7_removal_winter",1995,"lesq gord",25
"1995_7_removal_winter",1995,"lupi conc",23
"1995_7_removal_winter",1995,"micr lene",1
"1995_7_removal_winter",1995,"oeno prim",1
"1995_7_removal_winter",1995,"phac ariz",3
"1995_7_removal_winter",1995,"plan purs",73
"1995_7_removal_winter",1995,"sper echi",12
"1995_7_removal_winter",1995,"step exig",3
"1995_7_removal_winter",1995,"vulp octo",229
"1995_8_control_winter",1995,"astr allo",3
"1995_8_control_winter",1995,"astr nutt",13
"1995_8_control_winter",1995,"bail mult",2
"1995_8_control_winter",1995,"caly wrig",12
"1995_8_control_winter",1995,"chae stev",4
"1995_8_control_winter",1995,"chen frem",6
"1995_8_control_winter",1995,"cryp cras",3
"1995_8_control_winter",1995,"cryp micr",244
"1995_8_control_winter",1995,"desc pinn",40
"1995_8_control_winter",1995,"eria diff",524
"1995_8_control_winter",1995,"erig dive",1
"1995_8_control_winter",1995,"erio aber",153
"1995_8_control_winter",1995,"erod cicu",67
"1995_8_control_winter",1995,"gili sinu",97
"1995_8_control_winter",1995,"hapl grac",173
"1995_8_control_winter",1995,"lepi lasi",11
"1995_8_control_winter",1995,"lupi conc",2
"1995_8_control_winter",1995,"nama hisp",15
"1995_8_control_winter",1995,"phac ariz",2
"1995_8_control_winter",1995,"plan purs",2
"1995_8_control_winter",1995,"sper echi",27
"1995_8_control_winter",1995,"step exig",38
"1995_8_control_winter",1995,"vulp octo",786
"1995_10_removal_winter",1995,"astr allo",4
"1995_10_removal_winter",1995,"astr nutt",1370
"1995_10_removal_winter",1995,"caly wrig",11
"1995_10_removal_winter",1995,"chen frem",21
"1995_10_removal_winter",1995,"cryp micr",50
"1995_10_removal_winter",1995,"desc pinn",32
"1995_10_removal_winter",1995,"eria diff",223
"1995_10_removal_winter",1995,"erio aber",26
"1995_10_removal_winter",1995,"erod cicu",55
"1995_10_removal_winter",1995,"erod texa",15
"1995_10_removal_winter",1995,"gili sinu",2
"1995_10_removal_winter",1995,"hapl grac",116
"1995_10_removal_winter",1995,"lesq gord",19
"1995_10_removal_winter",1995,"lupi conc",40
"1995_10_removal_winter",1995,"micr lene",14
"1995_10_removal_winter",1995,"oeno prim",2
"1995_10_removal_winter",1995,"phac ariz",3
"1995_10_removal_winter",1995,"plan purs",61
"1995_10_removal_winter",1995,"sper echi",41
"1995_10_removal_winter",1995,"step exig",1
"1995_10_removal_winter",1995,"vulp octo",67
"1995_11_control_winter",1995,"astr nutt",7
"1995_11_control_winter",1995,"caly wrig",23
"1995_11_control_winter",1995,"chae stev",64
"1995_11_control_winter",1995,"chen frem",2
"1995_11_control_winter",1995,"cryp cras",1
"1995_11_control_winter",1995,"cryp micr",133
"1995_11_control_winter",1995,"desc pinn",59
"1995_11_control_winter",1995,"eria diff",98
"1995_11_control_winter",1995,"erio aber",29
"1995_11_control_winter",1995,"erod cicu",2
"1995_11_control_winter",1995,"gili sinu",16
"1995_11_control_winter",1995,"hapl grac",195
"1995_11_control_winter",1995,"lesq gord",16
"1995_11_control_winter",1995,"mala fend",1
"1995_11_control_winter",1995,"micr lene",5
"1995_11_control_winter",1995,"oeno prim",10
"1995_11_control_winter",1995,"phac ariz",46
"1995_11_control_winter",1995,"plag ariz",27
"1995_11_control_winter",1995,"plan purs",31
"1995_11_control_winter",1995,"sper echi",42
"1995_11_control_winter",1995,"step exig",17
"1995_11_control_winter",1995,"vulp octo",44
"1995_12_control_winter",1995,"ambr arte",5
"1995_12_control_winter",1995,"astr allo",1
"1995_12_control_winter",1995,"astr nutt",3
"1995_12_control_winter",1995,"caly wrig",30
"1995_12_control_winter",1995,"chae stev",123
"1995_12_control_winter",1995,"cryp cras",1
"1995_12_control_winter",1995,"cryp micr",39
"1995_12_control_winter",1995,"desc pinn",56
"1995_12_control_winter",1995,"eria diff",452
"1995_12_control_winter",1995,"erio aber",46
"1995_12_control_winter",1995,"erod cicu",12
"1995_12_control_winter",1995,"gili sinu",18
"1995_12_control_winter",1995,"hapl grac",87
"1995_12_control_winter",1995,"lapp redo",1
"1995_12_control_winter",1995,"lepi lasi",26
"1995_12_control_winter",1995,"lesq gord",2
"1995_12_control_winter",1995,"micr lene",1
"1995_12_control_winter",1995,"oeno prim",4
"1995_12_control_winter",1995,"phac ariz",37
"1995_12_control_winter",1995,"plan purs",2
"1995_12_control_winter",1995,"sper echi",39
"1995_12_control_winter",1995,"step exig",25
"1995_12_control_winter",1995,"vulp octo",52
"1995_13_exclosure_winter",1995,"astr allo",5
"1995_13_exclosure_winter",1995,"astr nutt",94
"1995_13_exclosure_winter",1995,"bail mult",6
"1995_13_exclosure_winter",1995,"caly wrig",7
"1995_13_exclosure_winter",1995,"chae stev",9
"1995_13_exclosure_winter",1995,"chen frem",6
"1995_13_exclosure_winter",1995,"cryp cras",2
"1995_13_exclosure_winter",1995,"cryp micr",34
"1995_13_exclosure_winter",1995,"desc pinn",79
"1995_13_exclosure_winter",1995,"eria diff",927
"1995_13_exclosure_winter",1995,"erio aber",225
"1995_13_exclosure_winter",1995,"erod cicu",19
"1995_13_exclosure_winter",1995,"gili sinu",22
"1995_13_exclosure_winter",1995,"hapl grac",95
"1995_13_exclosure_winter",1995,"lepi lasi",5
"1995_13_exclosure_winter",1995,"lina texa",2
"1995_13_exclosure_winter",1995,"lupi conc",3
"1995_13_exclosure_winter",1995,"micr lene",7
"1995_13_exclosure_winter",1995,"oeno prim",2
"1995_13_exclosure_winter",1995,"phac ariz",20
"1995_13_exclosure_winter",1995,"plan purs",75
"1995_13_exclosure_winter",1995,"sper echi",75
"1995_13_exclosure_winter",1995,"step exig",14
"1995_13_exclosure_winter",1995,"vulp octo",534
"1995_14_control_winter",1995,"astr nutt",4
"1995_14_control_winter",1995,"bail mult",2
"1995_14_control_winter",1995,"caly wrig",9
"1995_14_control_winter",1995,"chae stev",1
"1995_14_control_winter",1995,"chen frem",2
"1995_14_control_winter",1995,"cryp cras",9
"1995_14_control_winter",1995,"cryp micr",20
"1995_14_control_winter",1995,"desc pinn",32
"1995_14_control_winter",1995,"eria diff",155
"1995_14_control_winter",1995,"erio aber",29
"1995_14_control_winter",1995,"gili sinu",3
"1995_14_control_winter",1995,"hapl grac",48
"1995_14_control_winter",1995,"lepi lasi",6
"1995_14_control_winter",1995,"lupi conc",11
"1995_14_control_winter",1995,"oeno prim",6
"1995_14_control_winter",1995,"phac ariz",56
"1995_14_control_winter",1995,"sper echi",251
"1995_14_control_winter",1995,"step exig",8
"1995_14_control_winter",1995,"vulp octo",10
"1995_15_exclosure_winter",1995,"astr allo",1
"1995_15_exclosure_winter",1995,"astr nutt",1016
"1995_15_exclosure_winter",1995,"caly wrig",3
"1995_15_exclosure_winter",1995,"chen frem",2
"1995_15_exclosure_winter",1995,"cryp cras",4
"1995_15_exclosure_winter",1995,"desc pinn",14
"1995_15_exclosure_winter",1995,"eria diff",75
"1995_15_exclosure_winter",1995,"erio aber",7
"1995_15_exclosure_winter",1995,"erod cicu",1
"1995_15_exclosure_winter",1995,"gili sinu",3
"1995_15_exclosure_winter",1995,"hapl grac",39
"1995_15_exclosure_winter",1995,"lesq gord",1
"1995_15_exclosure_winter",1995,"lupi conc",4
"1995_15_exclosure_winter",1995,"micr lene",3
"1995_15_exclosure_winter",1995,"oeno prim",1
"1995_15_exclosure_winter",1995,"phac ariz",27
"1995_15_exclosure_winter",1995,"plan purs",8
"1995_15_exclosure_winter",1995,"sper echi",314
"1995_15_exclosure_winter",1995,"step exig",5
"1995_15_exclosure_winter",1995,"vulp octo",3
"1995_16_removal_winter",1995,"astr nutt",2005
"1995_16_removal_winter",1995,"caly wrig",2
"1995_16_removal_winter",1995,"chae stev",8
"1995_16_removal_winter",1995,"chen frem",1
"1995_16_removal_winter",1995,"cryp cras",2
"1995_16_removal_winter",1995,"cryp micr",4
"1995_16_removal_winter",1995,"desc pinn",12
"1995_16_removal_winter",1995,"eria diff",64
"1995_16_removal_winter",1995,"erio aber",16
"1995_16_removal_winter",1995,"erod cicu",151
"1995_16_removal_winter",1995,"erod texa",3
"1995_16_removal_winter",1995,"esch mexi",19
"1995_16_removal_winter",1995,"gili sinu",5
"1995_16_removal_winter",1995,"hapl grac",53
"1995_16_removal_winter",1995,"lapp redo",1
"1995_16_removal_winter",1995,"micr lene",12
"1995_16_removal_winter",1995,"oeno prim",5
"1995_16_removal_winter",1995,"phac ariz",23
"1995_16_removal_winter",1995,"plan purs",7
"1995_16_removal_winter",1995,"sper echi",16
"1995_16_removal_winter",1995,"step exig",6
"1995_16_removal_winter",1995,"vulp octo",35
"1995_17_control_winter",1995,"astr nutt",374
"1995_17_control_winter",1995,"caly wrig",9
"1995_17_control_winter",1995,"chen frem",5
"1995_17_control_winter",1995,"cryp cras",6
"1995_17_control_winter",1995,"cryp micr",72
"1995_17_control_winter",1995,"desc pinn",62
"1995_17_control_winter",1995,"eria diff",244
"1995_17_control_winter",1995,"erig dive",3
"1995_17_control_winter",1995,"erio aber",24
"1995_17_control_winter",1995,"erod cicu",5
"1995_17_control_winter",1995,"gili sinu",6
"1995_17_control_winter",1995,"hapl grac",160
"1995_17_control_winter",1995,"lepi lasi",44
"1995_17_control_winter",1995,"lesq gord",13
"1995_17_control_winter",1995,"lupi conc",57
"1995_17_control_winter",1995,"micr lene",2
"1995_17_control_winter",1995,"oeno prim",1
"1995_17_control_winter",1995,"phac ariz",28
"1995_17_control_winter",1995,"plan purs",69
"1995_17_control_winter",1995,"sper echi",29
"1995_17_control_winter",1995,"step exig",22
"1995_17_control_winter",1995,"vulp octo",15
"1995_18_exclosure_winter",1995,"astr allo",4
"1995_18_exclosure_winter",1995,"astr nutt",3
"1995_18_exclosure_winter",1995,"bail mult",2
"1995_18_exclosure_winter",1995,"brom rube",1
"1995_18_exclosure_winter",1995,"caly wrig",7
"1995_18_exclosure_winter",1995,"chae stev",114
"1995_18_exclosure_winter",1995,"chen frem",6
"1995_18_exclosure_winter",1995,"cryp cras",6
"1995_18_exclosure_winter",1995,"cryp micr",19
"1995_18_exclosure_winter",1995,"desc pinn",23
"1995_18_exclosure_winter",1995,"eria diff",146
"1995_18_exclosure_winter",1995,"erio aber",50
"1995_18_exclosure_winter",1995,"erod cicu",72
"1995_18_exclosure_winter",1995,"hapl grac",46
"1995_18_exclosure_winter",1995,"lepi lasi",34
"1995_18_exclosure_winter",1995,"lesq gord",4
"1995_18_exclosure_winter",1995,"lupi conc",83
"1995_18_exclosure_winter",1995,"micr lene",2
"1995_18_exclosure_winter",1995,"oeno prim",1
"1995_18_exclosure_winter",1995,"phac ariz",41
"1995_18_exclosure_winter",1995,"plan purs",200
"1995_18_exclosure_winter",1995,"sper echi",16
"1995_18_exclosure_winter",1995,"step exig",11
"1995_18_exclosure_winter",1995,"vulp octo",47
"1995_19_exclosure_winter",1995,"ambr arte",1
"1995_19_exclosure_winter",1995,"astr allo",1
"1995_19_exclosure_winter",1995,"astr nutt",601
"1995_19_exclosure_winter",1995,"caly wrig",6
"1995_19_exclosure_winter",1995,"chae stev",168
"1995_19_exclosure_winter",1995,"cryp micr",145
"1995_19_exclosure_winter",1995,"desc pinn",11
"1995_19_exclosure_winter",1995,"eria diff",288
"1995_19_exclosure_winter",1995,"erig dive",4
"1995_19_exclosure_winter",1995,"erio aber",33
"1995_19_exclosure_winter",1995,"erod cicu",195
"1995_19_exclosure_winter",1995,"gili sinu",9
"1995_19_exclosure_winter",1995,"hapl grac",85
"1995_19_exclosure_winter",1995,"lapp redo",1
